health_region,type_of_expenditure,activity,contents,year,value,type_of_service,occupation
Institutions for (re)habilitation,Expenses (incl. depreciation),Drug treatment (TSB),Expenses (NOK million per 10 000 inhabitants),2020,NA,NA,NA
Institutions for (re)habilitation,Expenses (incl. depreciation),Drug treatment (TSB),Expenses (NOK million per 10 000 inhabitants),2021,NA,NA,NA
Institutions for (re)habilitation,Expenses (incl. depreciation),Lab/roentgen,Current prices (NOK million),2005,NA,NA,NA
Institutions for (re)habilitation,Expenses (incl. depreciation),Lab/roentgen,Current prices (NOK million),2020,NA,NA,NA
Institutions for (re)habilitation,Expenses (incl. depreciation),Lab/roentgen,Current prices (NOK million),2021,NA,NA,NA
Institutions for (re)habilitation,Expenses (incl. depreciation),Lab/roentgen,Change from previous year (per cent),2005,NA,NA,NA
Institutions for (re)habilitation,Expenses (incl. depreciation),Lab/roentgen,Change from previous year (per cent),2020,NA,NA,NA
Institutions for (re)habilitation,Expenses (incl. depreciation),Lab/roentgen,Change from previous year (per cent),2021,NA,NA,NA
Institutions for (re)habilitation,Expenses (incl. depreciation),Lab/roentgen,Expenses (NOK million per 10 000 inhabitants),2005,NA,NA,NA
Institutions for (re)habilitation,Expenses (incl. depreciation),Lab/roentgen,Expenses (NOK million per 10 000 inhabitants),2020,NA,NA,NA
Institutions for (re)habilitation,Expenses (incl. depreciation),Lab/roentgen,Expenses (NOK million per 10 000 inhabitants),2021,NA,NA,NA
Institutions for (re)habilitation,Purchases and rental of medical equipment,Sum all functions,Current prices (NOK million),2005,NA,NA,NA
Institutions for (re)habilitation,Purchases and rental of medical equipment,Sum all functions,Current prices (NOK million),2020,NA,NA,NA
Institutions for (re)habilitation,Purchases and rental of medical equipment,Sum all functions,Current prices (NOK million),2021,NA,NA,NA
Institutions for (re)habilitation,Purchases and rental of medical equipment,Sum all functions,Change from previous year (per cent),2005,NA,NA,NA
Institutions for (re)habilitation,Purchases and rental of medical equipment,Sum all functions,Change from previous year (per cent),2020,NA,NA,NA
Institutions for (re)habilitation,Purchases and rental of medical equipment,Sum all functions,Change from previous year (per cent),2021,NA,NA,NA
Institutions for (re)habilitation,Purchases and rental of medical equipment,Sum all functions,Expenses (NOK million per 10 000 inhabitants),2005,NA,NA,NA
Institutions for (re)habilitation,Purchases and rental of medical equipment,Sum all functions,Expenses (NOK million per 10 000 inhabitants),2020,NA,NA,NA
Institutions for (re)habilitation,Purchases and rental of medical equipment,Sum all functions,Expenses (NOK million per 10 000 inhabitants),2021,NA,NA,NA
Institutions for (re)habilitation,Purchases and rental of medical equipment,Drug treatment (TSB),Current prices (NOK million),2005,NA,NA,NA
Institutions for (re)habilitation,Purchases and rental of medical equipment,Drug treatment (TSB),Current prices (NOK million),2020,NA,NA,NA
Institutions for (re)habilitation,Purchases and rental of medical equipment,Drug treatment (TSB),Current prices (NOK million),2021,NA,NA,NA
Institutions for (re)habilitation,Purchases and rental of medical equipment,Drug treatment (TSB),Change from previous year (per cent),2005,NA,NA,NA
Institutions for (re)habilitation,Purchases and rental of medical equipment,Drug treatment (TSB),Change from previous year (per cent),2020,NA,NA,NA
Institutions for (re)habilitation,Purchases and rental of medical equipment,Drug treatment (TSB),Change from previous year (per cent),2021,NA,NA,NA
Institutions for (re)habilitation,Purchases and rental of medical equipment,Drug treatment (TSB),Expenses (NOK million per 10 000 inhabitants),2005,NA,NA,NA
Institutions for (re)habilitation,Purchases and rental of medical equipment,Drug treatment (TSB),Expenses (NOK million per 10 000 inhabitants),2020,NA,NA,NA
Institutions for (re)habilitation,Purchases and rental of medical equipment,Drug treatment (TSB),Expenses (NOK million per 10 000 inhabitants),2021,NA,NA,NA
Institutions for (re)habilitation,Purchases and rental of medical equipment,Lab/roentgen,Current prices (NOK million),2005,NA,NA,NA
Institutions for (re)habilitation,Purchases and rental of medical equipment,Lab/roentgen,Current prices (NOK million),2020,NA,NA,NA
Institutions for (re)habilitation,Purchases and rental of medical equipment,Lab/roentgen,Current prices (NOK million),2021,NA,NA,NA
Institutions for (re)habilitation,Purchases and rental of medical equipment,Lab/roentgen,Change from previous year (per cent),2005,NA,NA,NA
Institutions for (re)habilitation,Purchases and rental of medical equipment,Lab/roentgen,Change from previous year (per cent),2020,NA,NA,NA
Institutions for (re)habilitation,Purchases and rental of medical equipment,Lab/roentgen,Change from previous year (per cent),2021,NA,NA,NA
Institutions for (re)habilitation,Purchases and rental of medical equipment,Lab/roentgen,Expenses (NOK million per 10 000 inhabitants),2005,NA,NA,NA
Institutions for (re)habilitation,Purchases and rental of medical equipment,Lab/roentgen,Expenses (NOK million per 10 000 inhabitants),2020,NA,NA,NA
Institutions for (re)habilitation,Purchases and rental of medical equipment,Lab/roentgen,Expenses (NOK million per 10 000 inhabitants),2021,NA,NA,NA
Institutions for (re)habilitation,Other expenditures,Sum all functions,Current prices (NOK million),2005,311,NA,NA
Institutions for (re)habilitation,Other expenditures,Sum all functions,Current prices (NOK million),2020,661,NA,NA
Institutions for (re)habilitation,Other expenditures,Sum all functions,Current prices (NOK million),2021,776,NA,NA
Institutions for (re)habilitation,Other expenditures,Sum all functions,Change from previous year (per cent),2005,NA,NA,NA
Institutions for (re)habilitation,Other expenditures,Sum all functions,Change from previous year (per cent),2020,NA,NA,NA
Institutions for (re)habilitation,Other expenditures,Sum all functions,Change from previous year (per cent),2021,NA,NA,NA
Institutions for (re)habilitation,Other expenditures,Sum all functions,Expenses (NOK million per 10 000 inhabitants),2005,NA,NA,NA
Institutions for (re)habilitation,Other expenditures,Sum all functions,Expenses (NOK million per 10 000 inhabitants),2020,NA,NA,NA
Institutions for (re)habilitation,Other expenditures,Sum all functions,Expenses (NOK million per 10 000 inhabitants),2021,NA,NA,NA
Institutions for (re)habilitation,Other expenditures,Drug treatment (TSB),Current prices (NOK million),2005,NA,NA,NA
Institutions for (re)habilitation,Other expenditures,Drug treatment (TSB),Current prices (NOK million),2020,NA,NA,NA
Institutions for (re)habilitation,Other expenditures,Drug treatment (TSB),Current prices (NOK million),2021,NA,NA,NA
Institutions for (re)habilitation,Other expenditures,Drug treatment (TSB),Change from previous year (per cent),2005,NA,NA,NA
Institutions for (re)habilitation,Other expenditures,Drug treatment (TSB),Change from previous year (per cent),2020,NA,NA,NA
Institutions for (re)habilitation,Other expenditures,Drug treatment (TSB),Change from previous year (per cent),2021,NA,NA,NA
Institutions for (re)habilitation,Other expenditures,Drug treatment (TSB),Expenses (NOK million per 10 000 inhabitants),2005,NA,NA,NA
Institutions for (re)habilitation,Other expenditures,Drug treatment (TSB),Expenses (NOK million per 10 000 inhabitants),2020,NA,NA,NA
Institutions for (re)habilitation,Other expenditures,Drug treatment (TSB),Expenses (NOK million per 10 000 inhabitants),2021,NA,NA,NA
Institutions for (re)habilitation,Other expenditures,Lab/roentgen,Current prices (NOK million),2005,NA,NA,NA
Institutions for (re)habilitation,Other expenditures,Lab/roentgen,Current prices (NOK million),2020,NA,NA,NA
Institutions for (re)habilitation,Other expenditures,Lab/roentgen,Current prices (NOK million),2021,NA,NA,NA
Institutions for (re)habilitation,Other expenditures,Lab/roentgen,Change from previous year (per cent),2005,NA,NA,NA
Institutions for (re)habilitation,Other expenditures,Lab/roentgen,Change from previous year (per cent),2020,NA,NA,NA
Institutions for (re)habilitation,Other expenditures,Lab/roentgen,Change from previous year (per cent),2021,NA,NA,NA
Institutions for (re)habilitation,Other expenditures,Lab/roentgen,Expenses (NOK million per 10 000 inhabitants),2005,NA,NA,NA
Institutions for (re)habilitation,Other expenditures,Lab/roentgen,Expenses (NOK million per 10 000 inhabitants),2020,NA,NA,NA
Institutions for (re)habilitation,Other expenditures,Lab/roentgen,Expenses (NOK million per 10 000 inhabitants),2021,NA,NA,NA
Helse Førde HF,Expenses (incl. depreciation),Sum all functions,Current prices (NOK million),2005,1484,NA,NA
Helse Førde HF,Expenses (incl. depreciation),Sum all functions,Current prices (NOK million),2020,2914,NA,NA
Helse Førde HF,Expenses (incl. depreciation),Sum all functions,Current prices (NOK million),2021,3174,NA,NA
Helse Førde HF,Expenses (incl. depreciation),Sum all functions,Change from previous year (per cent),2005,NA,NA,NA
Helse Førde HF,Expenses (incl. depreciation),Sum all functions,Change from previous year (per cent),2020,0.4,NA,NA
Helse Førde HF,Expenses (incl. depreciation),Sum all functions,Change from previous year (per cent),2021,8.9,NA,NA
Helse Førde HF,Expenses (incl. depreciation),Sum all functions,Expenses (NOK million per 10 000 inhabitants),2005,NA,NA,NA
Helse Førde HF,Expenses (incl. depreciation),Sum all functions,Expenses (NOK million per 10 000 inhabitants),2020,NA,NA,NA
Helse Førde HF,Expenses (incl. depreciation),Sum all functions,Expenses (NOK million per 10 000 inhabitants),2021,NA,NA,NA
Helse Førde HF,Expenses (incl. depreciation),Drug treatment (TSB),Current prices (NOK million),2005,0,NA,NA
Helse Førde HF,Expenses (incl. depreciation),Drug treatment (TSB),Current prices (NOK million),2020,74,NA,NA
Helse Førde HF,Expenses (incl. depreciation),Drug treatment (TSB),Current prices (NOK million),2021,86,NA,NA
Helse Førde HF,Expenses (incl. depreciation),Drug treatment (TSB),Change from previous year (per cent),2005,NA,NA,NA
Helse Førde HF,Expenses (incl. depreciation),Drug treatment (TSB),Change from previous year (per cent),2020,-5.2,NA,NA
Helse Førde HF,Expenses (incl. depreciation),Drug treatment (TSB),Change from previous year (per cent),2021,16.7,NA,NA
Helse Førde HF,Expenses (incl. depreciation),Drug treatment (TSB),Expenses (NOK million per 10 000 inhabitants),2005,NA,NA,NA
Helse Førde HF,Expenses (incl. depreciation),Drug treatment (TSB),Expenses (NOK million per 10 000 inhabitants),2020,NA,NA,NA
Helse Førde HF,Expenses (incl. depreciation),Drug treatment (TSB),Expenses (NOK million per 10 000 inhabitants),2021,NA,NA,NA
Helse Førde HF,Expenses (incl. depreciation),Lab/roentgen,Current prices (NOK million),2005,NA,NA,NA
Helse Førde HF,Expenses (incl. depreciation),Lab/roentgen,Current prices (NOK million),2020,246,NA,NA
Helse Førde HF,Expenses (incl. depreciation),Lab/roentgen,Current prices (NOK million),2021,279,NA,NA
Helse Førde HF,Expenses (incl. depreciation),Lab/roentgen,Change from previous year (per cent),2005,NA,NA,NA
Helse Førde HF,Expenses (incl. depreciation),Lab/roentgen,Change from previous year (per cent),2020,-0.8,NA,NA
Helse Førde HF,Expenses (incl. depreciation),Lab/roentgen,Change from previous year (per cent),2021,13.5,NA,NA
Helse Førde HF,Expenses (incl. depreciation),Lab/roentgen,Expenses (NOK million per 10 000 inhabitants),2005,NA,NA,NA
Helse Førde HF,Expenses (incl. depreciation),Lab/roentgen,Expenses (NOK million per 10 000 inhabitants),2020,NA,NA,NA
Helse Førde HF,Expenses (incl. depreciation),Lab/roentgen,Expenses (NOK million per 10 000 inhabitants),2021,NA,NA,NA
Helse Førde HF,Purchases and rental of medical equipment,Sum all functions,Current prices (NOK million),2005,5,NA,NA
Helse Førde HF,Purchases and rental of medical equipment,Sum all functions,Current prices (NOK million),2020,8,NA,NA
Helse Førde HF,Purchases and rental of medical equipment,Sum all functions,Current prices (NOK million),2021,14,NA,NA
Helse Førde HF,Purchases and rental of medical equipment,Sum all functions,Change from previous year (per cent),2005,NA,NA,NA
Helse Førde HF,Purchases and rental of medical equipment,Sum all functions,Change from previous year (per cent),2020,27.2,NA,NA
Helse Førde HF,Purchases and rental of medical equipment,Sum all functions,Change from previous year (per cent),2021,70.2,NA,NA
Helse Førde HF,Purchases and rental of medical equipment,Sum all functions,Expenses (NOK million per 10 000 inhabitants),2005,NA,NA,NA
Helse Førde HF,Purchases and rental of medical equipment,Sum all functions,Expenses (NOK million per 10 000 inhabitants),2020,NA,NA,NA
Helse Førde HF,Purchases and rental of medical equipment,Sum all functions,Expenses (NOK million per 10 000 inhabitants),2021,NA,NA,NA
Helse Førde HF,Purchases and rental of medical equipment,Drug treatment (TSB),Current prices (NOK million),2005,NA,NA,NA
Helse Førde HF,Purchases and rental of medical equipment,Drug treatment (TSB),Current prices (NOK million),2020,0,NA,NA
Helse Førde HF,Purchases and rental of medical equipment,Drug treatment (TSB),Current prices (NOK million),2021,0,NA,NA
Helse Førde HF,Purchases and rental of medical equipment,Drug treatment (TSB),Change from previous year (per cent),2005,NA,NA,NA
Helse Førde HF,Purchases and rental of medical equipment,Drug treatment (TSB),Change from previous year (per cent),2020,1000,NA,NA
Helse Førde HF,Purchases and rental of medical equipment,Drug treatment (TSB),Change from previous year (per cent),2021,118.2,NA,NA
Helse Førde HF,Purchases and rental of medical equipment,Drug treatment (TSB),Expenses (NOK million per 10 000 inhabitants),2005,NA,NA,NA
Helse Førde HF,Purchases and rental of medical equipment,Drug treatment (TSB),Expenses (NOK million per 10 000 inhabitants),2020,NA,NA,NA
Helse Førde HF,Purchases and rental of medical equipment,Drug treatment (TSB),Expenses (NOK million per 10 000 inhabitants),2021,NA,NA,NA
Helse Førde HF,Purchases and rental of medical equipment,Lab/roentgen,Current prices (NOK million),2005,NA,NA,NA
Helse Førde HF,Purchases and rental of medical equipment,Lab/roentgen,Current prices (NOK million),2020,0,NA,NA
Helse Førde HF,Purchases and rental of medical equipment,Lab/roentgen,Current prices (NOK million),2021,1,NA,NA
Helse Førde HF,Purchases and rental of medical equipment,Lab/roentgen,Change from previous year (per cent),2005,NA,NA,NA
Helse Førde HF,Purchases and rental of medical equipment,Lab/roentgen,Change from previous year (per cent),2020,14.9,NA,NA
Helse Førde HF,Purchases and rental of medical equipment,Lab/roentgen,Change from previous year (per cent),2021,142.1,NA,NA
Helse Førde HF,Purchases and rental of medical equipment,Lab/roentgen,Expenses (NOK million per 10 000 inhabitants),2005,NA,NA,NA
Helse Førde HF,Purchases and rental of medical equipment,Lab/roentgen,Expenses (NOK million per 10 000 inhabitants),2020,NA,NA,NA
Helse Førde HF,Purchases and rental of medical equipment,Lab/roentgen,Expenses (NOK million per 10 000 inhabitants),2021,NA,NA,NA
Helse Førde HF,Other expenditures,Sum all functions,Current prices (NOK million),2005,173,NA,NA
Helse Førde HF,Other expenditures,Sum all functions,Current prices (NOK million),2020,362,NA,NA
