health region,type of service,contents,year,value
Aust-Agder Sykehus HF (2002),Total,Day cases per 1 000 inhabitants,2020,0
Aust-Agder Sykehus HF (2002),Total,Day cases per 1 000 inhabitants,2021,0
Aust-Agder Sykehus HF (2002),Somatic health care,Beds,2002,257
Aust-Agder Sykehus HF (2002),Somatic health care,Beds,2020,0
Aust-Agder Sykehus HF (2002),Somatic health care,Beds,2021,0
Aust-Agder Sykehus HF (2002),Somatic health care,Out-patient consultations per 1 000 inhabitants,2002,NA
Aust-Agder Sykehus HF (2002),Somatic health care,Out-patient consultations per 1 000 inhabitants,2020,0
Aust-Agder Sykehus HF (2002),Somatic health care,Out-patient consultations per 1 000 inhabitants,2021,0
Aust-Agder Sykehus HF (2002),Somatic health care,Day cases per 1 000 inhabitants,2002,NA
Aust-Agder Sykehus HF (2002),Somatic health care,Day cases per 1 000 inhabitants,2020,0
Aust-Agder Sykehus HF (2002),Somatic health care,Day cases per 1 000 inhabitants,2021,0
Aust-Agder Sykehus HF (2002),Drug treatment (TSB),Beds,2002,0
Aust-Agder Sykehus HF (2002),Drug treatment (TSB),Beds,2020,0
Aust-Agder Sykehus HF (2002),Drug treatment (TSB),Beds,2021,0
Aust-Agder Sykehus HF (2002),Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2002,0
Aust-Agder Sykehus HF (2002),Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2020,0
Aust-Agder Sykehus HF (2002),Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2021,0
Aust-Agder Sykehus HF (2002),Drug treatment (TSB),Day cases per 1 000 inhabitants,2002,0
Aust-Agder Sykehus HF (2002),Drug treatment (TSB),Day cases per 1 000 inhabitants,2020,0
Aust-Agder Sykehus HF (2002),Drug treatment (TSB),Day cases per 1 000 inhabitants,2021,0
Ringerike sykehus HF (2002-2008),Total,Beds,2002,194
Ringerike sykehus HF (2002-2008),Total,Beds,2020,0
Ringerike sykehus HF (2002-2008),Total,Beds,2021,0
Ringerike sykehus HF (2002-2008),Total,Out-patient consultations per 1 000 inhabitants,2002,NA
Ringerike sykehus HF (2002-2008),Total,Out-patient consultations per 1 000 inhabitants,2020,0
Ringerike sykehus HF (2002-2008),Total,Out-patient consultations per 1 000 inhabitants,2021,0
Ringerike sykehus HF (2002-2008),Total,Day cases per 1 000 inhabitants,2002,NA
Ringerike sykehus HF (2002-2008),Total,Day cases per 1 000 inhabitants,2020,0
Ringerike sykehus HF (2002-2008),Total,Day cases per 1 000 inhabitants,2021,0
Ringerike sykehus HF (2002-2008),Somatic health care,Beds,2002,158
Ringerike sykehus HF (2002-2008),Somatic health care,Beds,2020,0
Ringerike sykehus HF (2002-2008),Somatic health care,Beds,2021,0
Ringerike sykehus HF (2002-2008),Somatic health care,Out-patient consultations per 1 000 inhabitants,2002,NA
Ringerike sykehus HF (2002-2008),Somatic health care,Out-patient consultations per 1 000 inhabitants,2020,0
Ringerike sykehus HF (2002-2008),Somatic health care,Out-patient consultations per 1 000 inhabitants,2021,0
Ringerike sykehus HF (2002-2008),Somatic health care,Day cases per 1 000 inhabitants,2002,NA
Ringerike sykehus HF (2002-2008),Somatic health care,Day cases per 1 000 inhabitants,2020,0
Ringerike sykehus HF (2002-2008),Somatic health care,Day cases per 1 000 inhabitants,2021,0
Ringerike sykehus HF (2002-2008),Drug treatment (TSB),Beds,2002,0
Ringerike sykehus HF (2002-2008),Drug treatment (TSB),Beds,2020,0
Ringerike sykehus HF (2002-2008),Drug treatment (TSB),Beds,2021,0
Ringerike sykehus HF (2002-2008),Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2002,0
Ringerike sykehus HF (2002-2008),Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2020,0
Ringerike sykehus HF (2002-2008),Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2021,0
Ringerike sykehus HF (2002-2008),Drug treatment (TSB),Day cases per 1 000 inhabitants,2002,0
Ringerike sykehus HF (2002-2008),Drug treatment (TSB),Day cases per 1 000 inhabitants,2020,0
Ringerike sykehus HF (2002-2008),Drug treatment (TSB),Day cases per 1 000 inhabitants,2021,0
Helse Møre og Romsdal HF (2011-),Total,Beds,2002,0
Helse Møre og Romsdal HF (2011-),Total,Beds,2020,716
Helse Møre og Romsdal HF (2011-),Total,Beds,2021,701
Helse Møre og Romsdal HF (2011-),Total,Out-patient consultations per 1 000 inhabitants,2002,0
Helse Møre og Romsdal HF (2011-),Total,Out-patient consultations per 1 000 inhabitants,2020,NA
Helse Møre og Romsdal HF (2011-),Total,Out-patient consultations per 1 000 inhabitants,2021,NA
Helse Møre og Romsdal HF (2011-),Total,Day cases per 1 000 inhabitants,2002,0
Helse Møre og Romsdal HF (2011-),Total,Day cases per 1 000 inhabitants,2020,NA
Helse Møre og Romsdal HF (2011-),Total,Day cases per 1 000 inhabitants,2021,NA
Helse Møre og Romsdal HF (2011-),Somatic health care,Beds,2002,0
Helse Møre og Romsdal HF (2011-),Somatic health care,Beds,2020,502
Helse Møre og Romsdal HF (2011-),Somatic health care,Beds,2021,492
Helse Møre og Romsdal HF (2011-),Somatic health care,Out-patient consultations per 1 000 inhabitants,2002,0
Helse Møre og Romsdal HF (2011-),Somatic health care,Out-patient consultations per 1 000 inhabitants,2020,NA
Helse Møre og Romsdal HF (2011-),Somatic health care,Out-patient consultations per 1 000 inhabitants,2021,NA
Helse Møre og Romsdal HF (2011-),Somatic health care,Day cases per 1 000 inhabitants,2002,0
Helse Møre og Romsdal HF (2011-),Somatic health care,Day cases per 1 000 inhabitants,2020,NA
Helse Møre og Romsdal HF (2011-),Somatic health care,Day cases per 1 000 inhabitants,2021,NA
Helse Møre og Romsdal HF (2011-),Drug treatment (TSB),Beds,2002,0
Helse Møre og Romsdal HF (2011-),Drug treatment (TSB),Beds,2020,59
Helse Møre og Romsdal HF (2011-),Drug treatment (TSB),Beds,2021,56
Helse Møre og Romsdal HF (2011-),Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2002,0
Helse Møre og Romsdal HF (2011-),Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2020,NA
Helse Møre og Romsdal HF (2011-),Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2021,NA
Helse Møre og Romsdal HF (2011-),Drug treatment (TSB),Day cases per 1 000 inhabitants,2002,0
Helse Møre og Romsdal HF (2011-),Drug treatment (TSB),Day cases per 1 000 inhabitants,2020,NA
Helse Møre og Romsdal HF (2011-),Drug treatment (TSB),Day cases per 1 000 inhabitants,2021,NA
Country,Total,Beds,2002,22662
Country,Total,Beds,2020,18281
Country,Total,Beds,2021,18396
Country,Total,Out-patient consultations per 1 000 inhabitants,2002,879
Country,Total,Out-patient consultations per 1 000 inhabitants,2020,2199
Country,Total,Out-patient consultations per 1 000 inhabitants,2021,2289
Country,Total,Day cases per 1 000 inhabitants,2002,129
Country,Total,Day cases per 1 000 inhabitants,2020,70
Country,Total,Day cases per 1 000 inhabitants,2021,79
Country,Somatic health care,Beds,2002,16911
Country,Somatic health care,Beds,2020,12832
Country,Somatic health care,Beds,2021,12925
Country,Somatic health care,Out-patient consultations per 1 000 inhabitants,2002,694
Country,Somatic health care,Out-patient consultations per 1 000 inhabitants,2020,1483
Country,Somatic health care,Out-patient consultations per 1 000 inhabitants,2021,1572
Country,Somatic health care,Day cases per 1 000 inhabitants,2002,80
Country,Somatic health care,Day cases per 1 000 inhabitants,2020,67
Country,Somatic health care,Day cases per 1 000 inhabitants,2021,77
Country,Drug treatment (TSB),Beds,2002,0
Country,Drug treatment (TSB),Beds,2020,1867
Country,Drug treatment (TSB),Beds,2021,1867
Country,Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2002,0
Country,Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2020,96
Country,Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2021,93
Country,Drug treatment (TSB),Day cases per 1 000 inhabitants,2002,0
Country,Drug treatment (TSB),Day cases per 1 000 inhabitants,2020,0
Country,Drug treatment (TSB),Day cases per 1 000 inhabitants,2021,1
Helseregion Øst (2002-2006),Total,Beds,2002,6323
Helseregion Øst (2002-2006),Total,Beds,2020,0
Helseregion Øst (2002-2006),Total,Beds,2021,0
Helseregion Øst (2002-2006),Total,Out-patient consultations per 1 000 inhabitants,2002,769
Helseregion Øst (2002-2006),Total,Out-patient consultations per 1 000 inhabitants,2020,0
Helseregion Øst (2002-2006),Total,Out-patient consultations per 1 000 inhabitants,2021,0
Helseregion Øst (2002-2006),Total,Day cases per 1 000 inhabitants,2002,135
Helseregion Øst (2002-2006),Total,Day cases per 1 000 inhabitants,2020,0
Helseregion Øst (2002-2006),Total,Day cases per 1 000 inhabitants,2021,0
Helseregion Øst (2002-2006),Somatic health care,Beds,2002,4176
Helseregion Øst (2002-2006),Somatic health care,Beds,2020,0
Helseregion Øst (2002-2006),Somatic health care,Beds,2021,0
Helseregion Øst (2002-2006),Somatic health care,Out-patient consultations per 1 000 inhabitants,2002,580
Helseregion Øst (2002-2006),Somatic health care,Out-patient consultations per 1 000 inhabitants,2020,0
Helseregion Øst (2002-2006),Somatic health care,Out-patient consultations per 1 000 inhabitants,2021,0
Helseregion Øst (2002-2006),Somatic health care,Day cases per 1 000 inhabitants,2002,66
Helseregion Øst (2002-2006),Somatic health care,Day cases per 1 000 inhabitants,2020,0
Helseregion Øst (2002-2006),Somatic health care,Day cases per 1 000 inhabitants,2021,0
Helseregion Øst (2002-2006),Drug treatment (TSB),Beds,2002,0
Helseregion Øst (2002-2006),Drug treatment (TSB),Beds,2020,0
Helseregion Øst (2002-2006),Drug treatment (TSB),Beds,2021,0
Helseregion Øst (2002-2006),Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2002,0
Helseregion Øst (2002-2006),Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2020,0
Helseregion Øst (2002-2006),Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2021,0
Helseregion Øst (2002-2006),Drug treatment (TSB),Day cases per 1 000 inhabitants,2002,0
Helseregion Øst (2002-2006),Drug treatment (TSB),Day cases per 1 000 inhabitants,2020,0
Helseregion Øst (2002-2006),Drug treatment (TSB),Day cases per 1 000 inhabitants,2021,0
HELSEREGION ØST TOTALT,Total,Beds,2002,6323
HELSEREGION ØST TOTALT,Total,Beds,2020,0
HELSEREGION ØST TOTALT,Total,Beds,2021,0
HELSEREGION ØST TOTALT,Total,Out-patient consultations per 1 000 inhabitants,2002,NA
HELSEREGION ØST TOTALT,Total,Out-patient consultations per 1 000 inhabitants,2020,0
HELSEREGION ØST TOTALT,Total,Out-patient consultations per 1 000 inhabitants,2021,0
HELSEREGION ØST TOTALT,Total,Day cases per 1 000 inhabitants,2002,NA
HELSEREGION ØST TOTALT,Total,Day cases per 1 000 inhabitants,2020,0
HELSEREGION ØST TOTALT,Total,Day cases per 1 000 inhabitants,2021,0
HELSEREGION ØST TOTALT,Somatic health care,Beds,2002,4176
HELSEREGION ØST TOTALT,Somatic health care,Beds,2020,0
HELSEREGION ØST TOTALT,Somatic health care,Beds,2021,0
HELSEREGION ØST TOTALT,Somatic health care,Out-patient consultations per 1 000 inhabitants,2002,NA
HELSEREGION ØST TOTALT,Somatic health care,Out-patient consultations per 1 000 inhabitants,2020,0
HELSEREGION ØST TOTALT,Somatic health care,Out-patient consultations per 1 000 inhabitants,2021,0
HELSEREGION ØST TOTALT,Somatic health care,Day cases per 1 000 inhabitants,2002,NA
HELSEREGION ØST TOTALT,Somatic health care,Day cases per 1 000 inhabitants,2020,0
HELSEREGION ØST TOTALT,Somatic health care,Day cases per 1 000 inhabitants,2021,0
HELSEREGION ØST TOTALT,Drug treatment (TSB),Beds,2002,0
HELSEREGION ØST TOTALT,Drug treatment (TSB),Beds,2020,0
HELSEREGION ØST TOTALT,Drug treatment (TSB),Beds,2021,0
HELSEREGION ØST TOTALT,Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2002,0
HELSEREGION ØST TOTALT,Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2020,0
HELSEREGION ØST TOTALT,Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2021,0
HELSEREGION ØST TOTALT,Drug treatment (TSB),Day cases per 1 000 inhabitants,2002,0
HELSEREGION ØST TOTALT,Drug treatment (TSB),Day cases per 1 000 inhabitants,2020,0
HELSEREGION ØST TOTALT,Drug treatment (TSB),Day cases per 1 000 inhabitants,2021,0
Private inst. m/ driftsavtale Helseregion Øst,Total,Beds,2002,702
Private inst. m/ driftsavtale Helseregion Øst,Total,Beds,2020,0
Private inst. m/ driftsavtale Helseregion Øst,Total,Beds,2021,0
Private inst. m/ driftsavtale Helseregion Øst,Total,Out-patient consultations per 1 000 inhabitants,2002,NA
Private inst. m/ driftsavtale Helseregion Øst,Total,Out-patient consultations per 1 000 inhabitants,2020,0
Private inst. m/ driftsavtale Helseregion Øst,Total,Out-patient consultations per 1 000 inhabitants,2021,0
Private inst. m/ driftsavtale Helseregion Øst,Total,Day cases per 1 000 inhabitants,2002,NA
Private inst. m/ driftsavtale Helseregion Øst,Total,Day cases per 1 000 inhabitants,2020,0
Private inst. m/ driftsavtale Helseregion Øst,Total,Day cases per 1 000 inhabitants,2021,0
Private inst. m/ driftsavtale Helseregion Øst,Somatic health care,Beds,2002,458
Private inst. m/ driftsavtale Helseregion Øst,Somatic health care,Beds,2020,0
Private inst. m/ driftsavtale Helseregion Øst,Somatic health care,Beds,2021,0
Private inst. m/ driftsavtale Helseregion Øst,Somatic health care,Out-patient consultations per 1 000 inhabitants,2002,NA
Private inst. m/ driftsavtale Helseregion Øst,Somatic health care,Out-patient consultations per 1 000 inhabitants,2020,0
Private inst. m/ driftsavtale Helseregion Øst,Somatic health care,Out-patient consultations per 1 000 inhabitants,2021,0
Private inst. m/ driftsavtale Helseregion Øst,Somatic health care,Day cases per 1 000 inhabitants,2002,NA
Private inst. m/ driftsavtale Helseregion Øst,Somatic health care,Day cases per 1 000 inhabitants,2020,0
Private inst. m/ driftsavtale Helseregion Øst,Somatic health care,Day cases per 1 000 inhabitants,2021,0
Private inst. m/ driftsavtale Helseregion Øst,Drug treatment (TSB),Beds,2002,0
Private inst. m/ driftsavtale Helseregion Øst,Drug treatment (TSB),Beds,2020,0
Private inst. m/ driftsavtale Helseregion Øst,Drug treatment (TSB),Beds,2021,0
Private inst. m/ driftsavtale Helseregion Øst,Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2002,0
Private inst. m/ driftsavtale Helseregion Øst,Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2020,0
Private inst. m/ driftsavtale Helseregion Øst,Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2021,0
Private inst. m/ driftsavtale Helseregion Øst,Drug treatment (TSB),Day cases per 1 000 inhabitants,2002,0
Private inst. m/ driftsavtale Helseregion Øst,Drug treatment (TSB),Day cases per 1 000 inhabitants,2020,0
Private inst. m/ driftsavtale Helseregion Øst,Drug treatment (TSB),Day cases per 1 000 inhabitants,2021,0
Helseregion Sør (2002-2006),Total,Beds,2002,4500
Helseregion Sør (2002-2006),Total,Beds,2020,0
Helseregion Sør (2002-2006),Total,Beds,2021,0
Helseregion Sør (2002-2006),Total,Out-patient consultations per 1 000 inhabitants,2002,977
Helseregion Sør (2002-2006),Total,Out-patient consultations per 1 000 inhabitants,2020,0
Helseregion Sør (2002-2006),Total,Out-patient consultations per 1 000 inhabitants,2021,0
Helseregion Sør (2002-2006),Total,Day cases per 1 000 inhabitants,2002,152
Helseregion Sør (2002-2006),Total,Day cases per 1 000 inhabitants,2020,0
Helseregion Sør (2002-2006),Total,Day cases per 1 000 inhabitants,2021,0
Helseregion Sør (2002-2006),Somatic health care,Beds,2002,3525
Helseregion Sør (2002-2006),Somatic health care,Beds,2020,0
Helseregion Sør (2002-2006),Somatic health care,Beds,2021,0
Helseregion Sør (2002-2006),Somatic health care,Out-patient consultations per 1 000 inhabitants,2002,783
Helseregion Sør (2002-2006),Somatic health care,Out-patient consultations per 1 000 inhabitants,2020,0
Helseregion Sør (2002-2006),Somatic health care,Out-patient consultations per 1 000 inhabitants,2021,0
Helseregion Sør (2002-2006),Somatic health care,Day cases per 1 000 inhabitants,2002,113
Helseregion Sør (2002-2006),Somatic health care,Day cases per 1 000 inhabitants,2020,0
Helseregion Sør (2002-2006),Somatic health care,Day cases per 1 000 inhabitants,2021,0
Helseregion Sør (2002-2006),Drug treatment (TSB),Beds,2002,0
Helseregion Sør (2002-2006),Drug treatment (TSB),Beds,2020,0
Helseregion Sør (2002-2006),Drug treatment (TSB),Beds,2021,0
Helseregion Sør (2002-2006),Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2002,0
Helseregion Sør (2002-2006),Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2020,0
Helseregion Sør (2002-2006),Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2021,0
Helseregion Sør (2002-2006),Drug treatment (TSB),Day cases per 1 000 inhabitants,2002,0
Helseregion Sør (2002-2006),Drug treatment (TSB),Day cases per 1 000 inhabitants,2020,0
Helseregion Sør (2002-2006),Drug treatment (TSB),Day cases per 1 000 inhabitants,2021,0
HELSEREGION SØR TOTALT,Total,Beds,2002,4500
HELSEREGION SØR TOTALT,Total,Beds,2020,0
HELSEREGION SØR TOTALT,Total,Beds,2021,0
HELSEREGION SØR TOTALT,Total,Out-patient consultations per 1 000 inhabitants,2002,NA
HELSEREGION SØR TOTALT,Total,Out-patient consultations per 1 000 inhabitants,2020,0
HELSEREGION SØR TOTALT,Total,Out-patient consultations per 1 000 inhabitants,2021,0
HELSEREGION SØR TOTALT,Total,Day cases per 1 000 inhabitants,2002,NA
HELSEREGION SØR TOTALT,Total,Day cases per 1 000 inhabitants,2020,0
HELSEREGION SØR TOTALT,Total,Day cases per 1 000 inhabitants,2021,0
HELSEREGION SØR TOTALT,Somatic health care,Beds,2002,3525
HELSEREGION SØR TOTALT,Somatic health care,Beds,2020,0
HELSEREGION SØR TOTALT,Somatic health care,Beds,2021,0
HELSEREGION SØR TOTALT,Somatic health care,Out-patient consultations per 1 000 inhabitants,2002,NA
HELSEREGION SØR TOTALT,Somatic health care,Out-patient consultations per 1 000 inhabitants,2020,0
HELSEREGION SØR TOTALT,Somatic health care,Out-patient consultations per 1 000 inhabitants,2021,0
HELSEREGION SØR TOTALT,Somatic health care,Day cases per 1 000 inhabitants,2002,NA
HELSEREGION SØR TOTALT,Somatic health care,Day cases per 1 000 inhabitants,2020,0
HELSEREGION SØR TOTALT,Somatic health care,Day cases per 1 000 inhabitants,2021,0
HELSEREGION SØR TOTALT,Drug treatment (TSB),Beds,2002,0
HELSEREGION SØR TOTALT,Drug treatment (TSB),Beds,2020,0
HELSEREGION SØR TOTALT,Drug treatment (TSB),Beds,2021,0
HELSEREGION SØR TOTALT,Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2002,0
HELSEREGION SØR TOTALT,Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2020,0
HELSEREGION SØR TOTALT,Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2021,0
HELSEREGION SØR TOTALT,Drug treatment (TSB),Day cases per 1 000 inhabitants,2002,0
HELSEREGION SØR TOTALT,Drug treatment (TSB),Day cases per 1 000 inhabitants,2020,0
HELSEREGION SØR TOTALT,Drug treatment (TSB),Day cases per 1 000 inhabitants,2021,0
Private inst. m/ driftsavtale Helseregion Sør,Total,Beds,2002,77
Private inst. m/ driftsavtale Helseregion Sør,Total,Beds,2020,0
Private inst. m/ driftsavtale Helseregion Sør,Total,Beds,2021,0
Private inst. m/ driftsavtale Helseregion Sør,Total,Out-patient consultations per 1 000 inhabitants,2002,NA
Private inst. m/ driftsavtale Helseregion Sør,Total,Out-patient consultations per 1 000 inhabitants,2020,0
Private inst. m/ driftsavtale Helseregion Sør,Total,Out-patient consultations per 1 000 inhabitants,2021,0
Private inst. m/ driftsavtale Helseregion Sør,Total,Day cases per 1 000 inhabitants,2002,NA
Private inst. m/ driftsavtale Helseregion Sør,Total,Day cases per 1 000 inhabitants,2020,0
Private inst. m/ driftsavtale Helseregion Sør,Total,Day cases per 1 000 inhabitants,2021,0
Private inst. m/ driftsavtale Helseregion Sør,Somatic health care,Beds,2002,77
Private inst. m/ driftsavtale Helseregion Sør,Somatic health care,Beds,2020,0
Private inst. m/ driftsavtale Helseregion Sør,Somatic health care,Beds,2021,0
Private inst. m/ driftsavtale Helseregion Sør,Somatic health care,Out-patient consultations per 1 000 inhabitants,2002,NA
Private inst. m/ driftsavtale Helseregion Sør,Somatic health care,Out-patient consultations per 1 000 inhabitants,2020,0
Private inst. m/ driftsavtale Helseregion Sør,Somatic health care,Out-patient consultations per 1 000 inhabitants,2021,0
Private inst. m/ driftsavtale Helseregion Sør,Somatic health care,Day cases per 1 000 inhabitants,2002,NA
Private inst. m/ driftsavtale Helseregion Sør,Somatic health care,Day cases per 1 000 inhabitants,2020,0
Private inst. m/ driftsavtale Helseregion Sør,Somatic health care,Day cases per 1 000 inhabitants,2021,0
Private inst. m/ driftsavtale Helseregion Sør,Drug treatment (TSB),Beds,2002,0
Private inst. m/ driftsavtale Helseregion Sør,Drug treatment (TSB),Beds,2020,0
Private inst. m/ driftsavtale Helseregion Sør,Drug treatment (TSB),Beds,2021,0
Private inst. m/ driftsavtale Helseregion Sør,Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2002,0
Private inst. m/ driftsavtale Helseregion Sør,Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2020,0
Private inst. m/ driftsavtale Helseregion Sør,Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2021,0
Private inst. m/ driftsavtale Helseregion Sør,Drug treatment (TSB),Day cases per 1 000 inhabitants,2002,0
Private inst. m/ driftsavtale Helseregion Sør,Drug treatment (TSB),Day cases per 1 000 inhabitants,2020,0
Private inst. m/ driftsavtale Helseregion Sør,Drug treatment (TSB),Day cases per 1 000 inhabitants,2021,0
Helseregion Vest,Total,Beds,2002,4117
Helseregion Vest,Total,Beds,2020,3212
Helseregion Vest,Total,Beds,2021,3208
Helseregion Vest,Total,Out-patient consultations per 1 000 inhabitants,2002,804
Helseregion Vest,Total,Out-patient consultations per 1 000 inhabitants,2020,2129
Helseregion Vest,Total,Out-patient consultations per 1 000 inhabitants,2021,2211
Helseregion Vest,Total,Day cases per 1 000 inhabitants,2002,118
Helseregion Vest,Total,Day cases per 1 000 inhabitants,2020,61
Helseregion Vest,Total,Day cases per 1 000 inhabitants,2021,62
Helseregion Vest,Somatic health care,Beds,2002,2829
Helseregion Vest,Somatic health care,Beds,2020,2214
Helseregion Vest,Somatic health care,Beds,2021,2215
Helseregion Vest,Somatic health care,Out-patient consultations per 1 000 inhabitants,2002,647
Helseregion Vest,Somatic health care,Out-patient consultations per 1 000 inhabitants,2020,1425
Helseregion Vest,Somatic health care,Out-patient consultations per 1 000 inhabitants,2021,1511
Helseregion Vest,Somatic health care,Day cases per 1 000 inhabitants,2002,67
Helseregion Vest,Somatic health care,Day cases per 1 000 inhabitants,2020,55
Helseregion Vest,Somatic health care,Day cases per 1 000 inhabitants,2021,58
Helseregion Vest,Drug treatment (TSB),Beds,2002,0
Helseregion Vest,Drug treatment (TSB),Beds,2020,205
Helseregion Vest,Drug treatment (TSB),Beds,2021,199
Helseregion Vest,Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2002,0
Helseregion Vest,Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2020,113
Helseregion Vest,Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2021,104
Helseregion Vest,Drug treatment (TSB),Day cases per 1 000 inhabitants,2002,0
Helseregion Vest,Drug treatment (TSB),Day cases per 1 000 inhabitants,2020,1
Helseregion Vest,Drug treatment (TSB),Day cases per 1 000 inhabitants,2021,0
Medical specialists in Health region West,Total,Beds,2002,0
Medical specialists in Health region West,Total,Beds,2020,NA
Medical specialists in Health region West,Total,Beds,2021,NA
Medical specialists in Health region West,Total,Out-patient consultations per 1 000 inhabitants,2002,0
Medical specialists in Health region West,Total,Out-patient consultations per 1 000 inhabitants,2020,NA
Medical specialists in Health region West,Total,Out-patient consultations per 1 000 inhabitants,2021,NA
Medical specialists in Health region West,Total,Day cases per 1 000 inhabitants,2002,0
Medical specialists in Health region West,Total,Day cases per 1 000 inhabitants,2020,NA
Medical specialists in Health region West,Total,Day cases per 1 000 inhabitants,2021,NA
Medical specialists in Health region West,Somatic health care,Beds,2002,0
Medical specialists in Health region West,Somatic health care,Beds,2020,NA
Medical specialists in Health region West,Somatic health care,Beds,2021,NA
Medical specialists in Health region West,Somatic health care,Out-patient consultations per 1 000 inhabitants,2002,0
Medical specialists in Health region West,Somatic health care,Out-patient consultations per 1 000 inhabitants,2020,NA
Medical specialists in Health region West,Somatic health care,Out-patient consultations per 1 000 inhabitants,2021,NA
Medical specialists in Health region West,Somatic health care,Day cases per 1 000 inhabitants,2002,0
Medical specialists in Health region West,Somatic health care,Day cases per 1 000 inhabitants,2020,NA
Medical specialists in Health region West,Somatic health care,Day cases per 1 000 inhabitants,2021,NA
Medical specialists in Health region West,Drug treatment (TSB),Beds,2002,0
Medical specialists in Health region West,Drug treatment (TSB),Beds,2020,NA
Medical specialists in Health region West,Drug treatment (TSB),Beds,2021,NA
Medical specialists in Health region West,Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2002,0
Medical specialists in Health region West,Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2020,NA
Medical specialists in Health region West,Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2021,NA
Medical specialists in Health region West,Drug treatment (TSB),Day cases per 1 000 inhabitants,2002,0
Medical specialists in Health region West,Drug treatment (TSB),Day cases per 1 000 inhabitants,2020,NA
Medical specialists in Health region West,Drug treatment (TSB),Day cases per 1 000 inhabitants,2021,NA
HELSEREGION VEST TOTALT,Total,Beds,2002,4117
HELSEREGION VEST TOTALT,Total,Beds,2020,3212
HELSEREGION VEST TOTALT,Total,Beds,2021,3208
HELSEREGION VEST TOTALT,Total,Out-patient consultations per 1 000 inhabitants,2002,NA
HELSEREGION VEST TOTALT,Total,Out-patient consultations per 1 000 inhabitants,2020,NA
HELSEREGION VEST TOTALT,Total,Out-patient consultations per 1 000 inhabitants,2021,NA
HELSEREGION VEST TOTALT,Total,Day cases per 1 000 inhabitants,2002,NA
HELSEREGION VEST TOTALT,Total,Day cases per 1 000 inhabitants,2020,NA
HELSEREGION VEST TOTALT,Total,Day cases per 1 000 inhabitants,2021,NA
HELSEREGION VEST TOTALT,Somatic health care,Beds,2002,2829
HELSEREGION VEST TOTALT,Somatic health care,Beds,2020,2214
HELSEREGION VEST TOTALT,Somatic health care,Beds,2021,2215
HELSEREGION VEST TOTALT,Somatic health care,Out-patient consultations per 1 000 inhabitants,2002,NA
HELSEREGION VEST TOTALT,Somatic health care,Out-patient consultations per 1 000 inhabitants,2020,NA
HELSEREGION VEST TOTALT,Somatic health care,Out-patient consultations per 1 000 inhabitants,2021,NA
HELSEREGION VEST TOTALT,Somatic health care,Day cases per 1 000 inhabitants,2002,NA
HELSEREGION VEST TOTALT,Somatic health care,Day cases per 1 000 inhabitants,2020,NA
HELSEREGION VEST TOTALT,Somatic health care,Day cases per 1 000 inhabitants,2021,NA
HELSEREGION VEST TOTALT,Drug treatment (TSB),Beds,2002,0
HELSEREGION VEST TOTALT,Drug treatment (TSB),Beds,2020,205
HELSEREGION VEST TOTALT,Drug treatment (TSB),Beds,2021,199
HELSEREGION VEST TOTALT,Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2002,0
