health region,type of expenditure,activity,contents,year,value
Institutions for (re)habilitation,Purchases and rental of medical equipment,Drug treatment (TSB),Expenses (NOK million per 10 000 inhabitants),2021,NA
Institutions for (re)habilitation,Purchases and rental of medical equipment,Lab/roentgen,Current prices (NOK million),2005,NA
Institutions for (re)habilitation,Purchases and rental of medical equipment,Lab/roentgen,Current prices (NOK million),2020,NA
Institutions for (re)habilitation,Purchases and rental of medical equipment,Lab/roentgen,Current prices (NOK million),2021,NA
Institutions for (re)habilitation,Purchases and rental of medical equipment,Lab/roentgen,Change from previous year (per cent),2005,NA
Institutions for (re)habilitation,Purchases and rental of medical equipment,Lab/roentgen,Change from previous year (per cent),2020,NA
Institutions for (re)habilitation,Purchases and rental of medical equipment,Lab/roentgen,Change from previous year (per cent),2021,NA
Institutions for (re)habilitation,Purchases and rental of medical equipment,Lab/roentgen,Expenses (NOK million per 10 000 inhabitants),2005,NA
Institutions for (re)habilitation,Purchases and rental of medical equipment,Lab/roentgen,Expenses (NOK million per 10 000 inhabitants),2020,NA
Institutions for (re)habilitation,Purchases and rental of medical equipment,Lab/roentgen,Expenses (NOK million per 10 000 inhabitants),2021,NA
Institutions for (re)habilitation,Other expenditures,Sum all functions,Current prices (NOK million),2005,311
Institutions for (re)habilitation,Other expenditures,Sum all functions,Current prices (NOK million),2020,661
Institutions for (re)habilitation,Other expenditures,Sum all functions,Current prices (NOK million),2021,776
Institutions for (re)habilitation,Other expenditures,Sum all functions,Change from previous year (per cent),2005,NA
Institutions for (re)habilitation,Other expenditures,Sum all functions,Change from previous year (per cent),2020,NA
Institutions for (re)habilitation,Other expenditures,Sum all functions,Change from previous year (per cent),2021,NA
Institutions for (re)habilitation,Other expenditures,Sum all functions,Expenses (NOK million per 10 000 inhabitants),2005,NA
Institutions for (re)habilitation,Other expenditures,Sum all functions,Expenses (NOK million per 10 000 inhabitants),2020,NA
Institutions for (re)habilitation,Other expenditures,Sum all functions,Expenses (NOK million per 10 000 inhabitants),2021,NA
Institutions for (re)habilitation,Other expenditures,Drug treatment (TSB),Current prices (NOK million),2005,NA
Institutions for (re)habilitation,Other expenditures,Drug treatment (TSB),Current prices (NOK million),2020,NA
Institutions for (re)habilitation,Other expenditures,Drug treatment (TSB),Current prices (NOK million),2021,NA
Institutions for (re)habilitation,Other expenditures,Drug treatment (TSB),Change from previous year (per cent),2005,NA
Institutions for (re)habilitation,Other expenditures,Drug treatment (TSB),Change from previous year (per cent),2020,NA
Institutions for (re)habilitation,Other expenditures,Drug treatment (TSB),Change from previous year (per cent),2021,NA
Institutions for (re)habilitation,Other expenditures,Drug treatment (TSB),Expenses (NOK million per 10 000 inhabitants),2005,NA
Institutions for (re)habilitation,Other expenditures,Drug treatment (TSB),Expenses (NOK million per 10 000 inhabitants),2020,NA
Institutions for (re)habilitation,Other expenditures,Drug treatment (TSB),Expenses (NOK million per 10 000 inhabitants),2021,NA
Institutions for (re)habilitation,Other expenditures,Lab/roentgen,Current prices (NOK million),2005,NA
Institutions for (re)habilitation,Other expenditures,Lab/roentgen,Current prices (NOK million),2020,NA
Institutions for (re)habilitation,Other expenditures,Lab/roentgen,Current prices (NOK million),2021,NA
Institutions for (re)habilitation,Other expenditures,Lab/roentgen,Change from previous year (per cent),2005,NA
Institutions for (re)habilitation,Other expenditures,Lab/roentgen,Change from previous year (per cent),2020,NA
Institutions for (re)habilitation,Other expenditures,Lab/roentgen,Change from previous year (per cent),2021,NA
Institutions for (re)habilitation,Other expenditures,Lab/roentgen,Expenses (NOK million per 10 000 inhabitants),2005,NA
Institutions for (re)habilitation,Other expenditures,Lab/roentgen,Expenses (NOK million per 10 000 inhabitants),2020,NA
Institutions for (re)habilitation,Other expenditures,Lab/roentgen,Expenses (NOK million per 10 000 inhabitants),2021,NA
Helse Førde HF,Expenses (incl. depreciation),Sum all functions,Current prices (NOK million),2005,1484
Helse Førde HF,Expenses (incl. depreciation),Sum all functions,Current prices (NOK million),2020,2914
Helse Førde HF,Expenses (incl. depreciation),Sum all functions,Current prices (NOK million),2021,3174
Helse Førde HF,Expenses (incl. depreciation),Sum all functions,Change from previous year (per cent),2005,NA
Helse Førde HF,Expenses (incl. depreciation),Sum all functions,Change from previous year (per cent),2020,0.4
Helse Førde HF,Expenses (incl. depreciation),Sum all functions,Change from previous year (per cent),2021,8.9
Helse Førde HF,Expenses (incl. depreciation),Sum all functions,Expenses (NOK million per 10 000 inhabitants),2005,NA
Helse Førde HF,Expenses (incl. depreciation),Sum all functions,Expenses (NOK million per 10 000 inhabitants),2020,NA
Helse Førde HF,Expenses (incl. depreciation),Sum all functions,Expenses (NOK million per 10 000 inhabitants),2021,NA
Helse Førde HF,Expenses (incl. depreciation),Drug treatment (TSB),Current prices (NOK million),2005,0
Helse Førde HF,Expenses (incl. depreciation),Drug treatment (TSB),Current prices (NOK million),2020,74
Helse Førde HF,Expenses (incl. depreciation),Drug treatment (TSB),Current prices (NOK million),2021,86
Helse Førde HF,Expenses (incl. depreciation),Drug treatment (TSB),Change from previous year (per cent),2005,NA
Helse Førde HF,Expenses (incl. depreciation),Drug treatment (TSB),Change from previous year (per cent),2020,-5.2
Helse Førde HF,Expenses (incl. depreciation),Drug treatment (TSB),Change from previous year (per cent),2021,16.7
Helse Førde HF,Expenses (incl. depreciation),Drug treatment (TSB),Expenses (NOK million per 10 000 inhabitants),2005,NA
Helse Førde HF,Expenses (incl. depreciation),Drug treatment (TSB),Expenses (NOK million per 10 000 inhabitants),2020,NA
Helse Førde HF,Expenses (incl. depreciation),Drug treatment (TSB),Expenses (NOK million per 10 000 inhabitants),2021,NA
Helse Førde HF,Expenses (incl. depreciation),Lab/roentgen,Current prices (NOK million),2005,NA
Helse Førde HF,Expenses (incl. depreciation),Lab/roentgen,Current prices (NOK million),2020,246
Helse Førde HF,Expenses (incl. depreciation),Lab/roentgen,Current prices (NOK million),2021,279
Helse Førde HF,Expenses (incl. depreciation),Lab/roentgen,Change from previous year (per cent),2005,NA
Helse Førde HF,Expenses (incl. depreciation),Lab/roentgen,Change from previous year (per cent),2020,-0.8
Helse Førde HF,Expenses (incl. depreciation),Lab/roentgen,Change from previous year (per cent),2021,13.5
Helse Førde HF,Expenses (incl. depreciation),Lab/roentgen,Expenses (NOK million per 10 000 inhabitants),2005,NA
Helse Førde HF,Expenses (incl. depreciation),Lab/roentgen,Expenses (NOK million per 10 000 inhabitants),2020,NA
Helse Førde HF,Expenses (incl. depreciation),Lab/roentgen,Expenses (NOK million per 10 000 inhabitants),2021,NA
Helse Førde HF,Purchases and rental of medical equipment,Sum all functions,Current prices (NOK million),2005,5
Helse Førde HF,Purchases and rental of medical equipment,Sum all functions,Current prices (NOK million),2020,8
Helse Førde HF,Purchases and rental of medical equipment,Sum all functions,Current prices (NOK million),2021,14
Helse Førde HF,Purchases and rental of medical equipment,Sum all functions,Change from previous year (per cent),2005,NA
Helse Førde HF,Purchases and rental of medical equipment,Sum all functions,Change from previous year (per cent),2020,27.2
Helse Førde HF,Purchases and rental of medical equipment,Sum all functions,Change from previous year (per cent),2021,70.2
Helse Førde HF,Purchases and rental of medical equipment,Sum all functions,Expenses (NOK million per 10 000 inhabitants),2005,NA
Helse Førde HF,Purchases and rental of medical equipment,Sum all functions,Expenses (NOK million per 10 000 inhabitants),2020,NA
Helse Førde HF,Purchases and rental of medical equipment,Sum all functions,Expenses (NOK million per 10 000 inhabitants),2021,NA
Helse Førde HF,Purchases and rental of medical equipment,Drug treatment (TSB),Current prices (NOK million),2005,NA
Helse Førde HF,Purchases and rental of medical equipment,Drug treatment (TSB),Current prices (NOK million),2020,0
Helse Førde HF,Purchases and rental of medical equipment,Drug treatment (TSB),Current prices (NOK million),2021,0
Helse Førde HF,Purchases and rental of medical equipment,Drug treatment (TSB),Change from previous year (per cent),2005,NA
Helse Førde HF,Purchases and rental of medical equipment,Drug treatment (TSB),Change from previous year (per cent),2020,1000
Helse Førde HF,Purchases and rental of medical equipment,Drug treatment (TSB),Change from previous year (per cent),2021,118.2
Helse Førde HF,Purchases and rental of medical equipment,Drug treatment (TSB),Expenses (NOK million per 10 000 inhabitants),2005,NA
Helse Førde HF,Purchases and rental of medical equipment,Drug treatment (TSB),Expenses (NOK million per 10 000 inhabitants),2020,NA
Helse Førde HF,Purchases and rental of medical equipment,Drug treatment (TSB),Expenses (NOK million per 10 000 inhabitants),2021,NA
Helse Førde HF,Purchases and rental of medical equipment,Lab/roentgen,Current prices (NOK million),2005,NA
Helse Førde HF,Purchases and rental of medical equipment,Lab/roentgen,Current prices (NOK million),2020,0
Helse Førde HF,Purchases and rental of medical equipment,Lab/roentgen,Current prices (NOK million),2021,1
Helse Førde HF,Purchases and rental of medical equipment,Lab/roentgen,Change from previous year (per cent),2005,NA
Helse Førde HF,Purchases and rental of medical equipment,Lab/roentgen,Change from previous year (per cent),2020,14.9
Helse Førde HF,Purchases and rental of medical equipment,Lab/roentgen,Change from previous year (per cent),2021,142.1
Helse Førde HF,Purchases and rental of medical equipment,Lab/roentgen,Expenses (NOK million per 10 000 inhabitants),2005,NA
Helse Førde HF,Purchases and rental of medical equipment,Lab/roentgen,Expenses (NOK million per 10 000 inhabitants),2020,NA
Helse Førde HF,Purchases and rental of medical equipment,Lab/roentgen,Expenses (NOK million per 10 000 inhabitants),2021,NA
Helse Førde HF,Other expenditures,Sum all functions,Current prices (NOK million),2005,173
Helse Førde HF,Other expenditures,Sum all functions,Current prices (NOK million),2020,362
Helse Førde HF,Other expenditures,Sum all functions,Current prices (NOK million),2021,372
Helse Førde HF,Other expenditures,Sum all functions,Change from previous year (per cent),2005,NA
Helse Førde HF,Other expenditures,Sum all functions,Change from previous year (per cent),2020,7.8
Helse Førde HF,Other expenditures,Sum all functions,Change from previous year (per cent),2021,2.8
Helse Førde HF,Other expenditures,Sum all functions,Expenses (NOK million per 10 000 inhabitants),2005,NA
Helse Førde HF,Other expenditures,Sum all functions,Expenses (NOK million per 10 000 inhabitants),2020,NA
Helse Førde HF,Other expenditures,Sum all functions,Expenses (NOK million per 10 000 inhabitants),2021,NA
Helse Førde HF,Other expenditures,Drug treatment (TSB),Current prices (NOK million),2005,0
Helse Førde HF,Other expenditures,Drug treatment (TSB),Current prices (NOK million),2020,6
Helse Førde HF,Other expenditures,Drug treatment (TSB),Current prices (NOK million),2021,10
Helse Førde HF,Other expenditures,Drug treatment (TSB),Change from previous year (per cent),2005,NA
Helse Førde HF,Other expenditures,Drug treatment (TSB),Change from previous year (per cent),2020,4.2
Helse Førde HF,Other expenditures,Drug treatment (TSB),Change from previous year (per cent),2021,60.4
Helse Førde HF,Other expenditures,Drug treatment (TSB),Expenses (NOK million per 10 000 inhabitants),2005,NA
Helse Førde HF,Other expenditures,Drug treatment (TSB),Expenses (NOK million per 10 000 inhabitants),2020,NA
Helse Førde HF,Other expenditures,Drug treatment (TSB),Expenses (NOK million per 10 000 inhabitants),2021,NA
Helse Førde HF,Other expenditures,Lab/roentgen,Current prices (NOK million),2005,NA
Helse Førde HF,Other expenditures,Lab/roentgen,Current prices (NOK million),2020,28
Helse Førde HF,Other expenditures,Lab/roentgen,Current prices (NOK million),2021,34
Helse Førde HF,Other expenditures,Lab/roentgen,Change from previous year (per cent),2005,NA
Helse Førde HF,Other expenditures,Lab/roentgen,Change from previous year (per cent),2020,6
Helse Førde HF,Other expenditures,Lab/roentgen,Change from previous year (per cent),2021,22.2
Helse Førde HF,Other expenditures,Lab/roentgen,Expenses (NOK million per 10 000 inhabitants),2005,NA
